Customer_ID,Order_ID,Order_Date,State,Category,Sub_Category,Segment,Quantity,Sales,Discount,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Quarter,COVID_Period,Revenue_per_Order,Discount_Band,Margin_Category,Order_Count,Customer_Segment
CUST-07971,ORD-0025346,2020-01-24,Ogun,Furniture,Shelves,Consumer,3,14991.54,0.12,8853.46,6138.09,0.41,2020,1,January,2020Q1,0,4997.18,Moderate,High,7,Loyal
CUST-02808,ORD-0009075,2020-01-25,Lagos,Office Supplies,Pens,Home Office,1,23502.42,0.03,14208.71,9293.71,0.4,2020,1,January,2020Q1,0,23502.42,No/Low,High,1,One-Time
CUST-01008,ORD-0003198,2020-01-25,Ogun,Furniture,Tables,Consumer,1,21082.21,0.04,15499.06,5583.15,0.26,2020,1,January,2020Q1,0,21082.21,No/Low,High,5,Regular
CUST-00898,ORD-0002867,2020-01-25,Rivers,Furniture,Tables,Corporate,3,23414.16,0.16,14063.73,9350.44,0.4,2020,1,January,2020Q1,0,7804.72,High,High,5,Regular
CUST-00812,ORD-0002630,2020-01-25,Abuja,Furniture,Shelves,Home Office,5,225585.12,0.11,125179.28,100405.84,0.45,2020,1,January,2020Q1,0,45117.02,Moderate,High,4,Regular
CUST-03957,ORD-0012620,2020-01-25,Enugu,Technology,Laptops,Corporate,1,12558.12,0.18,7801.48,4756.64,0.38,2020,1,January,2020Q1,0,12558.12,High,High,19,Loyal
CUST-03406,ORD-0010891,2020-01-25,Enugu,Furniture,Chairs,Corporate,1,51294.51,0.12,33379.03,17915.48,0.35,2020,1,January,2020Q1,0,51294.51,Moderate,High,5,Regular
CUST-04676,ORD-0014819,2020-01-25,Ogun,Furniture,Shelves,Consumer,3,84595.7,0.1,54430.25,30165.45,0.36,2020,1,January,2020Q1,0,28198.57,Moderate,High,6,Regular
CUST-04961,ORD-0015781,2020-01-25,Ogun,Technology,Accessories,Consumer,2,40569.53,0.08,24494.85,16074.69,0.4,2020,1,January,2020Q1,0,20284.76,Moderate,High,3,Occasional
CUST-06447,ORD-0020592,2020-01-25,Lagos,Office Supplies,Binders,Corporate,2,41621.4,0.17,26116.87,15504.53,0.37,2020,1,January,2020Q1,0,20810.7,High,High,11,Loyal
CUST-04315,ORD-0013704,2020-01-26,Delta,Office Supplies,Binders,Consumer,3,97152.89,0.1,56418.64,40734.25,0.42,2020,1,January,2020Q1,0,32384.3,Moderate,High,19,Loyal
CUST-05388,ORD-0017174,2020-01-26,Enugu,Technology,Laptops,Consumer,3,53014.04,0.03,35510.75,17503.29,0.33,2020,1,January,2020Q1,0,17671.35,No/Low,High,16,Loyal
CUST-01743,ORD-0005624,2020-01-26,Kano,Technology,Accessories,Consumer,4,118211.82,0.07,81804.41,36407.41,0.31,2020,1,January,2020Q1,0,29552.96,Moderate,High,4,Regular
CUST-04808,ORD-0015251,2020-01-26,Oyo,Office Supplies,Pens,Home Office,4,189883.71,0.08,108436.39,81447.32,0.43,2020,1,January,2020Q1,0,47470.93,Moderate,High,11,Loyal
CUST-07902,ORD-0025153,2020-01-26,Abuja,Technology,Laptops,Home Office,2,14756.59,0.03,9305.53,5451.06,0.37,2020,1,January,2020Q1,0,7378.3,No/Low,High,1,One-Time
CUST-06959,ORD-0022272,2020-01-26,Oyo,Office Supplies,Pens,Corporate,5,15662.6,0.1,11001.8,4660.8,0.3,2020,1,January,2020Q1,0,3132.52,Moderate,High,2,Occasional
CUST-01839,ORD-0005905,2020-01-26,Anambra,Technology,Phones,Home Office,3,49935.43,0.12,27471.05,22464.38,0.45,2020,1,January,2020Q1,0,16645.14,Moderate,High,19,Loyal
CUST-04338,ORD-0013799,2020-01-26,Ogun,Furniture,Tables,Corporate,2,51942.59,0.06,28715.16,23227.42,0.45,2020,1,January,2020Q1,0,25971.3,Moderate,High,12,Loyal
CUST-05258,ORD-0016734,2020-01-26,Abuja,Furniture,Shelves,Consumer,2,93555.13,0.04,58892.08,34663.05,0.37,2020,1,January,2020Q1,0,46777.56,No/Low,High,3,Occasional
CUST-03393,ORD-0010811,2020-01-26,Anambra,Office Supplies,Binders,Home Office,4,230719.18,0.01,128687.75,102031.43,0.44,2020,1,January,2020Q1,0,57679.8,No/Low,High,6,Regular
CUST-02291,ORD-0007377,2020-01-26,Delta,Technology,Laptops,Corporate,2,13481.56,0.03,9431.95,4049.61,0.3,2020,1,January,2020Q1,0,6740.78,No/Low,High,3,Occasional
CUST-07456,ORD-0023846,2020-01-27,Oyo,Technology,Laptops,Consumer,1,26212.62,0.15,16135.83,10076.8,0.38,2020,1,January,2020Q1,0,26212.62,Moderate,High,17,Loyal
CUST-01154,ORD-0003743,2020-01-27,Anambra,Technology,Accessories,Corporate,5,175283.79,0.17,100144.41,75139.39,0.43,2020,1,January,2020Q1,0,35056.76,High,High,2,Occasional
CUST-02973,ORD-0009606,2020-01-27,Oyo,Technology,Phones,Corporate,3,39980.62,0.17,26695.72,13284.9,0.33,2020,1,January,2020Q1,0,13326.87,High,High,5,Regular
CUST-04195,ORD-0013343,2020-01-27,Rivers,Office Supplies,Paper,Corporate,4,197266.56,0.07,115635.21,81631.35,0.41,2020,1,January,2020Q1,0,49316.64,Moderate,High,3,Occasional
CUST-07320,ORD-0023471,2020-01-27,Enugu,Office Supplies,Pens,Consumer,2,83442.79,0.09,46827.34,36615.45,0.44,2020,1,January,2020Q1,0,41721.39,Moderate,High,15,Loyal
CUST-07457,ORD-0023858,2020-01-27,Lagos,Furniture,Tables,Corporate,4,18941.06,0.13,12986.35,5954.71,0.31,2020,1,January,2020Q1,0,4735.27,Moderate,High,3,Occasional
CUST-00108,ORD-0000309,2020-01-27,Lagos,Furniture,Shelves,Consumer,1,23025.25,0.1,14931.55,8093.7,0.35,2020,1,January,2020Q1,0,23025.25,Moderate,High,4,Regular
CUST-06232,ORD-0019915,2020-01-27,Enugu,Office Supplies,Pens,Consumer,2,29350.52,0.08,19802.82,9547.7,0.33,2020,1,January,2020Q1,0,14675.26,Moderate,High,11,Loyal
CUST-04784,ORD-0015166,2020-01-27,Lagos,Office Supplies,Pens,Consumer,1,36133.17,0.2,24298.37,11834.8,0.33,2020,1,January,2020Q1,0,36133.17,High,High,1,One-Time
CUST-06395,ORD-0020410,2020-01-27,Rivers,Furniture,Tables,Consumer,4,50237.56,0.15,29804.24,20433.32,0.41,2020,1,January,2020Q1,0,12559.39,Moderate,High,17,Loyal
CUST-05322,ORD-0016935,2020-01-28,Kaduna,Office Supplies,Pens,Consumer,5,132192.28,0.15,96339.88,35852.39,0.27,2020,1,January,2020Q1,0,26438.46,Moderate,High,1,One-Time
CUST-03719,ORD-0011842,2020-01-28,Anambra,Technology,Laptops,Home Office,3,58222.31,0.12,42666.83,15555.49,0.27,2020,1,January,2020Q1,0,19407.44,Moderate,High,1,One-Time
CUST-04159,ORD-0013230,2020-01-28,Enugu,Technology,Laptops,Home Office,2,24907.05,0.07,14195.94,10711.11,0.43,2020,1,January,2020Q1,0,12453.52,Moderate,High,14,Loyal
CUST-06224,ORD-0019877,2020-01-28,Lagos,Office Supplies,Pens,Home Office,5,254773.26,0.06,179908.34,74864.92,0.29,2020,1,January,2020Q1,0,50954.65,Moderate,High,1,One-Time
CUST-06577,ORD-0021054,2020-01-28,Kano,Office Supplies,Paper,Corporate,5,166869.23,0.09,106296.88,60572.36,0.36,2020,1,January,2020Q1,0,33373.85,Moderate,High,10,Loyal
CUST-04407,ORD-0013981,2020-01-28,Oyo,Office Supplies,Pens,Home Office,3,137934.22,0.02,92321.87,45612.35,0.33,2020,1,January,2020Q1,0,45978.07,No/Low,High,20,Loyal
CUST-05087,ORD-0016177,2020-01-28,Ogun,Technology,Phones,Home Office,4,136750.4,0.01,78457.35,58293.05,0.43,2020,1,January,2020Q1,0,34187.6,No/Low,High,5,Regular
CUST-05901,ORD-0018860,2020-01-28,Lagos,Technology,Phones,Consumer,1,24867.88,0.05,15750.01,9117.87,0.37,2020,1,January,2020Q1,0,24867.88,No/Low,High,3,Occasional
CUST-00696,ORD-0002230,2020-01-28,Ogun,Technology,Laptops,Consumer,5,103544.08,0.1,58955.34,44588.74,0.43,2020,1,January,2020Q1,0,20708.82,Moderate,High,3,Occasional
CUST-07220,ORD-0023135,2020-01-28,Oyo,Office Supplies,Paper,Consumer,1,54328.44,0.06,35076.26,19252.18,0.35,2020,1,January,2020Q1,0,54328.44,Moderate,High,14,Loyal
CUST-00434,ORD-0001399,2020-01-28,Ogun,Office Supplies,Pens,Home Office,3,78481.34,0.03,51697.69,26783.65,0.34,2020,1,January,2020Q1,0,26160.45,No/Low,High,1,One-Time
CUST-07341,ORD-0023537,2020-01-29,Kaduna,Office Supplies,Pens,Consumer,2,102923.62,0.05,71422.09,31501.53,0.31,2020,1,January,2020Q1,0,51461.81,No/Low,High,17,Loyal
CUST-00309,ORD-0000985,2020-01-29,Abuja,Technology,Phones,Corporate,1,48232.62,0.04,32987.94,15244.68,0.32,2020,1,January,2020Q1,0,48232.62,No/Low,High,5,Regular
CUST-06628,ORD-0021201,2020-01-29,Kaduna,Office Supplies,Paper,Corporate,5,202779.01,0.13,143103.09,59675.92,0.29,2020,1,January,2020Q1,0,40555.8,Moderate,High,3,Occasional
CUST-02938,ORD-0009465,2020-01-29,Lagos,Office Supplies,Pens,Corporate,2,54951.67,0.0,36983.13,17968.54,0.33,2020,1,January,2020Q1,0,27475.84,No/Low,High,3,Occasional
CUST-01672,ORD-0005406,2020-01-29,Abuja,Technology,Laptops,Corporate,4,154227.85,0.19,110720.73,43507.13,0.28,2020,1,January,2020Q1,0,38556.96,High,High,6,Regular
CUST-02312,ORD-0007430,2020-01-29,Anambra,Furniture,Shelves,Corporate,5,189206.53,0.15,121327.19,67879.33,0.36,2020,1,January,2020Q1,0,37841.31,Moderate,High,4,Regular
CUST-04638,ORD-0014701,2020-01-29,Abuja,Furniture,Chairs,Home Office,1,37763.21,0.01,25858.18,11905.02,0.32,2020,1,January,2020Q1,0,37763.21,No/Low,High,2,Occasional
CUST-05960,ORD-0019030,2020-01-29,Anambra,Technology,Laptops,Home Office,2,86363.57,0.04,61943.4,24420.16,0.28,2020,1,January,2020Q1,0,43181.78,No/Low,High,6,Regular
CUST-02868,ORD-0009252,2020-01-29,Lagos,Technology,Accessories,Consumer,4,21566.05,0.02,13469.37,8096.68,0.38,2020,1,January,2020Q1,0,5391.51,No/Low,High,5,Regular
CUST-02210,ORD-0007127,2020-01-29,Enugu,Technology,Phones,Corporate,5,188111.72,0.07,133715.87,54395.85,0.29,2020,1,January,2020Q1,0,37622.34,Moderate,High,15,Loyal
CUST-02305,ORD-0007415,2020-01-29,Kaduna,Furniture,Shelves,Corporate,3,45070.84,0.17,32197.1,12873.74,0.29,2020,1,January,2020Q1,0,15023.61,High,High,18,Loyal
CUST-07949,ORD-0025279,2020-01-29,Kano,Furniture,Chairs,Corporate,5,87423.73,0.16,60719.17,26704.55,0.31,2020,1,January,2020Q1,0,17484.75,High,High,20,Loyal
CUST-01012,ORD-0003212,2020-01-29,Kano,Office Supplies,Binders,Consumer,1,6092.89,0.02,3775.08,2317.8,0.38,2020,1,January,2020Q1,0,6092.89,No/Low,High,13,Loyal
CUST-01823,ORD-0005838,2020-01-29,Oyo,Furniture,Shelves,Corporate,1,45505.89,0.0,28719.84,16786.05,0.37,2020,1,January,2020Q1,0,45505.89,No/Low,High,3,Occasional
CUST-03403,ORD-0010883,2020-01-29,Kano,Office Supplies,Paper,Home Office,2,9189.58,0.05,6250.47,2939.12,0.32,2020,1,January,2020Q1,0,4594.79,No/Low,High,15,Loyal
CUST-02566,ORD-0008250,2020-01-29,Abuja,Technology,Laptops,Home Office,4,41929.31,0.13,30599.13,11330.17,0.27,2020,1,January,2020Q1,0,10482.33,Moderate,High,1,One-Time
CUST-05456,ORD-0017391,2020-01-29,Abuja,Technology,Phones,Consumer,2,21230.07,0.03,14354.65,6875.43,0.32,2020,1,January,2020Q1,0,10615.04,No/Low,High,1,One-Time
CUST-04250,ORD-0013489,2020-01-29,Kano,Technology,Phones,Home Office,4,146442.26,0.16,105058.76,41383.5,0.28,2020,1,January,2020Q1,0,36610.56,High,High,10,Loyal
CUST-06818,ORD-0021779,2020-01-30,Ogun,Office Supplies,Binders,Home Office,4,40151.64,0.14,29539.97,10611.67,0.26,2020,1,January,2020Q1,0,10037.91,Moderate,High,12,Loyal
CUST-03474,ORD-0011116,2020-01-30,Ogun,Office Supplies,Paper,Corporate,1,31205.78,0.18,21274.51,9931.27,0.32,2020,1,January,2020Q1,0,31205.78,High,High,2,Occasional
CUST-00155,ORD-0000487,2020-01-30,Enugu,Office Supplies,Paper,Consumer,2,8740.04,0.17,5958.06,2781.98,0.32,2020,1,January,2020Q1,0,4370.02,High,High,15,Loyal
CUST-07510,ORD-0024010,2020-01-30,Lagos,Technology,Accessories,Consumer,4,166520.81,0.07,94382.46,72138.35,0.43,2020,1,January,2020Q1,0,41630.2,Moderate,High,16,Loyal
CUST-05500,ORD-0017540,2020-01-30,Anambra,Furniture,Chairs,Home Office,2,57365.89,0.02,42797.1,14568.8,0.25,2020,1,January,2020Q1,0,28682.94,No/Low,Medium,2,Occasional
CUST-03804,ORD-0012131,2020-01-30,Delta,Office Supplies,Pens,Home Office,2,71886.92,0.17,40143.53,31743.39,0.44,2020,1,January,2020Q1,0,35943.46,High,High,20,Loyal
CUST-01859,ORD-0005986,2020-01-30,Kaduna,Furniture,Shelves,Corporate,4,93071.52,0.08,59971.85,33099.67,0.36,2020,1,January,2020Q1,0,23267.88,Moderate,High,5,Regular
CUST-02262,ORD-0007297,2020-01-30,Abuja,Technology,Phones,Corporate,2,46874.65,0.01,33414.76,13459.89,0.29,2020,1,January,2020Q1,0,23437.32,No/Low,High,3,Occasional
CUST-02803,ORD-0009027,2020-01-30,Kaduna,Office Supplies,Pens,Home Office,2,14662.62,0.05,8652.18,6010.44,0.41,2020,1,January,2020Q1,0,7331.31,No/Low,High,15,Loyal
CUST-07479,ORD-0023918,2020-01-30,Ogun,Technology,Accessories,Corporate,1,50224.48,0.01,35124.97,15099.51,0.3,2020,1,January,2020Q1,0,50224.48,No/Low,High,4,Regular
CUST-04325,ORD-0013744,2020-01-30,Kano,Furniture,Chairs,Corporate,5,294672.36,0.01,189132.8,105539.56,0.36,2020,1,January,2020Q1,0,58934.47,No/Low,High,6,Regular
CUST-06324,ORD-0020213,2020-01-30,Lagos,Furniture,Shelves,Corporate,1,18782.18,0.15,11403.66,7378.53,0.39,2020,1,January,2020Q1,0,18782.18,Moderate,High,1,One-Time
CUST-00486,ORD-0001610,2020-01-30,Rivers,Technology,Laptops,Consumer,3,58225.71,0.07,32126.17,26099.53,0.45,2020,1,January,2020Q1,0,19408.57,Moderate,High,10,Loyal
CUST-05651,ORD-0017987,2020-01-30,Ogun,Furniture,Tables,Home Office,2,47567.51,0.01,33131.68,14435.82,0.3,2020,1,January,2020Q1,0,23783.76,No/Low,High,2,Occasional
CUST-00534,ORD-0001816,2020-01-30,Oyo,Furniture,Chairs,Home Office,5,151247.09,0.15,98143.99,53103.1,0.35,2020,1,January,2020Q1,0,30249.42,Moderate,High,3,Occasional
CUST-01567,ORD-0005058,2020-01-30,Kaduna,Office Supplies,Paper,Consumer,1,42074.03,0.14,24145.46,17928.57,0.43,2020,1,January,2020Q1,0,42074.03,Moderate,High,2,Occasional
CUST-01865,ORD-0006008,2020-01-30,Delta,Furniture,Chairs,Consumer,4,192301.94,0.02,141533.88,50768.06,0.26,2020,1,January,2020Q1,0,48075.48,No/Low,High,17,Loyal
CUST-01302,ORD-0004202,2020-01-30,Rivers,Technology,Accessories,Corporate,4,143917.78,0.08,96467.61,47450.16,0.33,2020,1,January,2020Q1,0,35979.44,Moderate,High,10,Loyal
CUST-00268,ORD-0000862,2020-01-30,Lagos,Technology,Accessories,Home Office,1,19649.16,0.16,11763.28,7885.89,0.4,2020,1,January,2020Q1,0,19649.16,High,High,3,Occasional
CUST-05119,ORD-0016261,2020-01-31,Oyo,Furniture,Tables,Consumer,1,42612.82,0.08,25665.84,16946.98,0.4,2020,1,January,2020Q1,0,42612.82,Moderate,High,5,Regular
CUST-01001,ORD-0003177,2020-01-31,Anambra,Technology,Laptops,Corporate,2,16711.77,0.15,11535.68,5176.09,0.31,2020,1,January,2020Q1,0,8355.88,Moderate,High,1,One-Time
CUST-06875,ORD-0022025,2020-01-31,Anambra,Technology,Phones,Home Office,5,140023.41,0.19,82612.72,57410.69,0.41,2020,1,January,2020Q1,0,28004.68,High,High,5,Regular
CUST-04592,ORD-0014559,2020-01-31,Enugu,Furniture,Shelves,Consumer,3,31211.18,0.02,20412.13,10799.05,0.35,2020,1,January,2020Q1,0,10403.73,No/Low,High,1,One-Time
CUST-01426,ORD-0004602,2020-01-31,Kaduna,Office Supplies,Paper,Home Office,2,102760.55,0.06,60526.05,42234.51,0.41,2020,1,January,2020Q1,0,51380.28,Moderate,High,13,Loyal
CUST-05180,ORD-0016444,2020-01-31,Ogun,Technology,Accessories,Corporate,3,152679.28,0.06,94705.39,57973.89,0.38,2020,1,January,2020Q1,0,50893.09,Moderate,High,13,Loyal
CUST-04270,ORD-0013552,2020-01-31,Kano,Furniture,Tables,Corporate,4,17268.29,0.01,11450.93,5817.35,0.34,2020,1,January,2020Q1,0,4317.07,No/Low,High,14,Loyal
CUST-02749,ORD-0008818,2020-01-31,Kano,Office Supplies,Pens,Consumer,1,25214.81,0.09,18783.89,6430.92,0.26,2020,1,January,2020Q1,0,25214.81,Moderate,High,6,Regular
CUST-07987,ORD-0025412,2020-01-31,Kano,Furniture,Shelves,Consumer,1,24825.2,0.15,15671.92,9153.28,0.37,2020,1,January,2020Q1,0,24825.2,Moderate,High,4,Regular
CUST-06766,ORD-0021623,2020-01-31,Rivers,Technology,Accessories,Home Office,5,57856.96,0.08,39226.03,18630.93,0.32,2020,1,January,2020Q1,0,11571.39,Moderate,High,10,Loyal
CUST-07556,ORD-0024142,2020-01-31,Enugu,Technology,Accessories,Corporate,4,166956.74,0.17,121678.02,45278.73,0.27,2020,1,January,2020Q1,0,41739.18,High,High,1,One-Time
CUST-07139,ORD-0022859,2020-01-31,Kaduna,Office Supplies,Paper,Home Office,1,51155.61,0.06,35759.7,15395.91,0.3,2020,1,January,2020Q1,0,51155.61,Moderate,High,3,Occasional
CUST-01416,ORD-0004542,2020-01-31,Oyo,Technology,Laptops,Corporate,3,58335.47,0.09,33159.03,25176.44,0.43,2020,1,January,2020Q1,0,19445.16,Moderate,High,15,Loyal
CUST-07788,ORD-0024865,2020-01-31,Oyo,Furniture,Shelves,Home Office,2,66934.08,0.09,41604.19,25329.89,0.38,2020,1,January,2020Q1,0,33467.04,Moderate,High,17,Loyal
CUST-07707,ORD-0024607,2020-01-31,Oyo,Furniture,Tables,Home Office,1,34844.97,0.13,20928.12,13916.85,0.4,2020,1,January,2020Q1,0,34844.97,Moderate,High,3,Occasional
CUST-01104,ORD-0003567,2020-02-01,Abuja,Furniture,Tables,Home Office,5,67335.1,0.04,45836.99,21498.11,0.32,2020,2,February,2020Q1,0,13467.02,No/Low,High,15,Loyal
CUST-05211,ORD-0016599,2020-02-01,Delta,Furniture,Chairs,Home Office,2,66504.14,0.11,40868.02,25636.13,0.39,2020,2,February,2020Q1,0,33252.07,Moderate,High,11,Loyal
CUST-04906,ORD-0015579,2020-02-01,Anambra,Technology,Accessories,Corporate,1,31903.58,0.2,21922.47,9981.11,0.31,2020,2,February,2020Q1,0,31903.58,High,High,1,One-Time
CUST-06582,ORD-0021072,2020-02-01,Oyo,Technology,Laptops,Home Office,1,3519.91,0.18,2253.46,1266.44,0.36,2020,2,February,2020Q1,0,3519.91,High,High,15,Loyal
CUST-02504,ORD-0008046,2020-02-01,Kano,Technology,Phones,Corporate,4,78761.44,0.14,54511.62,24249.82,0.31,2020,2,February,2020Q1,0,19690.36,Moderate,High,10,Loyal
CUST-00685,ORD-0002200,2020-02-01,Oyo,Furniture,Shelves,Home Office,4,101860.79,0.05,65327.05,36533.74,0.36,2020,2,February,2020Q1,0,25465.2,No/Low,High,15,Loyal
CUST-04869,ORD-0015495,2020-02-01,Ogun,Furniture,Tables,Consumer,5,20451.0,0.08,15155.82,5295.18,0.26,2020,2,February,2020Q1,0,4090.2,Moderate,High,2,Occasional
CUST-03117,ORD-0010053,2020-02-01,Enugu,Technology,Phones,Home Office,4,160423.54,0.18,99767.09,60656.45,0.38,2020,2,February,2020Q1,0,40105.88,High,High,3,Occasional
CUST-05166,ORD-0016404,2020-02-01,Ogun,Office Supplies,Binders,Consumer,3,133917.53,0.1,99601.02,34316.51,0.26,2020,2,February,2020Q1,0,44639.18,Moderate,High,15,Loyal
CUST-04074,ORD-0012986,2020-02-01,Oyo,Office Supplies,Binders,Corporate,4,50161.96,0.07,31966.08,18195.87,0.36,2020,2,February,2020Q1,0,12540.49,Moderate,High,2,Occasional
CUST-05744,ORD-0018326,2020-02-01,Abuja,Technology,Accessories,Home Office,3,157897.96,0.08,89104.95,68793.01,0.44,2020,2,February,2020Q1,0,52632.65,Moderate,High,15,Loyal
CUST-02826,ORD-0009114,2020-02-01,Delta,Technology,Accessories,Corporate,4,196174.3,0.01,137983.98,58190.32,0.3,2020,2,February,2020Q1,0,49043.58,No/Low,High,4,Regular
CUST-05899,ORD-0018852,2020-02-01,Delta,Office Supplies,Paper,Consumer,1,34449.65,0.17,19004.56,15445.09,0.45,2020,2,February,2020Q1,0,34449.65,High,High,12,Loyal
CUST-07630,ORD-0024388,2020-02-01,Anambra,Technology,Phones,Home Office,1,50881.29,0.12,37118.45,13762.84,0.27,2020,2,February,2020Q1,0,50881.29,Moderate,High,4,Regular
CUST-04308,ORD-0013669,2020-02-01,Enugu,Technology,Accessories,Corporate,1,2606.63,0.17,1646.69,959.94,0.37,2020,2,February,2020Q1,0,2606.63,High,High,2,Occasional
CUST-05135,ORD-0016309,2020-02-02,Lagos,Office Supplies,Paper,Consumer,2,17647.95,0.02,12025.55,5622.39,0.32,2020,2,February,2020Q1,0,8823.98,No/Low,High,9,Loyal
CUST-01522,ORD-0004922,2020-02-02,Oyo,Furniture,Tables,Home Office,2,76397.76,0.15,48248.39,28149.36,0.37,2020,2,February,2020Q1,0,38198.88,Moderate,High,11,Loyal
CUST-05376,ORD-0017152,2020-02-02,Anambra,Technology,Phones,Home Office,4,163590.8,0.06,94599.13,68991.67,0.42,2020,2,February,2020Q1,0,40897.7,Moderate,High,6,Regular
CUST-02473,ORD-0007929,2020-02-02,Kano,Furniture,Tables,Home Office,1,14430.18,0.11,10572.16,3858.02,0.27,2020,2,February,2020Q1,0,14430.18,Moderate,High,19,Loyal
CUST-03243,ORD-0010412,2020-02-02,Abuja,Technology,Phones,Home Office,3,15092.73,0.09,10890.09,4202.64,0.28,2020,2,February,2020Q1,0,5030.91,Moderate,High,3,Occasional
CUST-05754,ORD-0018379,2020-02-02,Rivers,Office Supplies,Binders,Consumer,1,25964.76,0.08,15882.44,10082.31,0.39,2020,2,February,2020Q1,0,25964.76,Moderate,High,5,Regular
CUST-02023,ORD-0006497,2020-02-02,Ogun,Office Supplies,Binders,Home Office,4,108701.85,0.14,73482.16,35219.69,0.32,2020,2,February,2020Q1,0,27175.46,Moderate,High,17,Loyal
CUST-07024,ORD-0022483,2020-02-02,Delta,Office Supplies,Paper,Home Office,3,110588.23,0.01,64380.33,46207.9,0.42,2020,2,February,2020Q1,0,36862.74,No/Low,High,5,Regular
CUST-01507,ORD-0004861,2020-02-02,Kaduna,Office Supplies,Paper,Home Office,2,93506.88,0.05,61637.14,31869.74,0.34,2020,2,February,2020Q1,0,46753.44,No/Low,High,3,Occasional
CUST-02003,ORD-0006415,2020-02-02,Kano,Technology,Phones,Home Office,2,51191.1,0.17,31155.02,20036.08,0.39,2020,2,February,2020Q1,0,25595.55,High,High,15,Loyal
CUST-03679,ORD-0011702,2020-02-02,Oyo,Office Supplies,Pens,Consumer,2,34367.43,0.09,22996.07,11371.36,0.33,2020,2,February,2020Q1,0,17183.72,Moderate,High,6,Regular
CUST-00997,ORD-0003150,2020-02-02,Oyo,Furniture,Chairs,Home Office,4,88687.3,0.16,63619.81,25067.5,0.28,2020,2,February,2020Q1,0,22171.82,High,High,20,Loyal
CUST-01643,ORD-0005288,2020-02-02,Delta,Office Supplies,Binders,Corporate,3,23410.86,0.1,14520.45,8890.41,0.38,2020,2,February,2020Q1,0,7803.62,Moderate,High,3,Occasional
CUST-05003,ORD-0015929,2020-02-02,Rivers,Technology,Phones,Corporate,5,123604.29,0.1,87282.09,36322.2,0.29,2020,2,February,2020Q1,0,24720.86,Moderate,High,5,Regular
CUST-07064,ORD-0022617,2020-02-02,Anambra,Furniture,Chairs,Consumer,4,155445.7,0.17,88074.33,67371.37,0.43,2020,2,February,2020Q1,0,38861.43,High,High,5,Regular
CUST-05934,ORD-0018952,2020-02-03,Anambra,Furniture,Chairs,Corporate,2,97965.04,0.03,55542.4,42422.64,0.43,2020,2,February,2020Q1,0,48982.52,No/Low,High,15,Loyal
CUST-05657,ORD-0017995,2020-02-03,Abuja,Furniture,Shelves,Consumer,5,94503.97,0.01,66288.55,28215.43,0.3,2020,2,February,2020Q1,0,18900.79,No/Low,High,3,Occasional
CUST-01700,ORD-0005495,2020-02-03,Ogun,Technology,Accessories,Corporate,5,185810.53,0.16,115845.7,69964.83,0.38,2020,2,February,2020Q1,0,37162.11,High,High,3,Occasional
CUST-07613,ORD-0024318,2020-02-03,Lagos,Office Supplies,Binders,Home Office,4,84604.67,0.11,56221.64,28383.03,0.34,2020,2,February,2020Q1,0,21151.17,Moderate,High,18,Loyal
CUST-06160,ORD-0019691,2020-02-03,Delta,Office Supplies,Pens,Home Office,4,7626.88,0.05,5578.66,2048.23,0.27,2020,2,February,2020Q1,0,1906.72,No/Low,High,4,Regular
CUST-02921,ORD-0009400,2020-02-03,Enugu,Furniture,Chairs,Corporate,3,10353.29,0.06,7108.15,3245.14,0.31,2020,2,February,2020Q1,0,3451.1,Moderate,High,1,One-Time
CUST-01545,ORD-0004968,2020-02-03,Rivers,Technology,Phones,Corporate,1,45390.01,0.14,32426.78,12963.23,0.29,2020,2,February,2020Q1,0,45390.01,Moderate,High,18,Loyal
CUST-00561,ORD-0001897,2020-02-03,Enugu,Furniture,Tables,Corporate,5,79084.43,0.17,46140.28,32944.15,0.42,2020,2,February,2020Q1,0,15816.89,High,High,2,Occasional
CUST-03186,ORD-0010254,2020-02-03,Abuja,Furniture,Shelves,Corporate,4,208051.75,0.04,131052.0,76999.75,0.37,2020,2,February,2020Q1,0,52012.94,No/Low,High,2,Occasional
CUST-04690,ORD-0014875,2020-02-03,Rivers,Office Supplies,Paper,Corporate,1,16084.49,0.17,9490.0,6594.49,0.41,2020,2,February,2020Q1,0,16084.49,High,High,8,Loyal
CUST-05459,ORD-0017409,2020-02-03,Delta,Furniture,Tables,Home Office,2,50596.22,0.2,30128.19,20468.04,0.4,2020,2,February,2020Q1,0,25298.11,High,High,16,Loyal
CUST-02804,ORD-0009045,2020-02-03,Kano,Furniture,Chairs,Home Office,1,55083.26,0.02,33902.11,21181.14,0.38,2020,2,February,2020Q1,0,55083.26,No/Low,High,15,Loyal
CUST-00660,ORD-0002124,2020-02-03,Lagos,Technology,Phones,Home Office,1,51802.34,0.1,33872.05,17930.28,0.35,2020,2,February,2020Q1,0,51802.34,Moderate,High,3,Occasional
CUST-01982,ORD-0006356,2020-02-03,Ogun,Technology,Phones,Corporate,2,86484.22,0.14,49094.96,37389.26,0.43,2020,2,February,2020Q1,0,43242.11,Moderate,High,5,Regular
CUST-02352,ORD-0007564,2020-02-03,Delta,Office Supplies,Paper,Corporate,2,79568.3,0.01,52509.77,27058.53,0.34,2020,2,February,2020Q1,0,39784.15,No/Low,High,11,Loyal
